MARKER 0 0 Group(0,0)-ATTACK 0 0 1
MARKER 1456 3209.03841857731 Group(2,335)-SUSTAIN 0 29274726 1
MARKER 1457 3210.502704291596 Group(2,335)-RELEASE 0 29274726 1
MARKER 1458 3210.502704291596 Group(2,336)-ATTACK 0 29274726 1
MARKER 1459 3216.1027042915957 Group(2,336)-SUSTAIN 0 29274726 1
MARKER 1460 3217.2415931804844 Group(2,336)-RELEASE 0 29274726 1
MARKER 1461 3217.241593180485 Group(2,337)-ATTACK 0 29274726 1
MARKER 1462 3217.9823339212257 Group(2,337)-SUSTAIN 0 29274726 1
MARKER 1463 3218.9314079952997 Group(2,337)-RELEASE 0 29274726 1
MARKER 1464 3218.9314079952997 Group(2,338)-ATTACK 0 29274726 1
MARKER 1465 3219.9684450323366 Group(2,338)-SUSTAIN 0 29274726 1
MARKER 1466 3220.7819370958287 Group(2,338)-RELEASE 0 29274726 1
MARKER 1467 3220.7819370958287 Group(2,339)-ATTACK 0 29274726 1
MARKER 1468 3223.3427836566752 Group(2,339)-SUSTAIN 0 29274726 1
MARKER 1469 3224.8341857730775 Group(2,339)-RELEASE 0 29274726 1
MARKER 1470 3224.8341857730775 Group(2,340)-ATTACK 0 29274726 1
MARKER 1471 3228.0029100529127 Group(2,340)-SUSTAIN 0 29274726 1
MARKER 1472 3230.090873015876 Group(2,340)-RELEASE 0 29274726 1
MARKER 1473 3230.090873015876 Group(2,341)-ATTACK 0 29274726 1
MARKER 1474 3240.0497207525013 Group(2,341)-SUSTAIN 0 29274726 1
MARKER 1475 3241.9478689006496 Group(2,341)-RELEASE 0 29274726 1
MARKER 1476 3241.9478689006496 Group(2,342)-ATTACK 0 29274726 1
MARKER 1477 3244.0219429747235 Group(2,342)-SUSTAIN 0 29274726 1
MARKER 1478 3245.6489271017076 Group(2,342)-RELEASE 0 29274726 1
MARKER 1479 3245.6489271017076 Group(2,343)-ATTACK 0 29274726 1
MARKER 1480 3254.1850823045293 Group(2,343)-SUSTAIN 0 29274726 1
MARKER 1481 3268.5025426219895 Group(2,343)-RELEASE 0 29274726 1
MARKER 1482 3268.50254262199 Group(2,344)-ATTACK 0 29274726 1
MARKER 1483 3269.666563786011 Group(2,344)-SUSTAIN 0 29274726 1
MARKER 1484 3280.996663727222 Group(2,344)-RELEASE 0 29274726 1
MARKER 1485 3280.9966637272223 Group(2,345)-ATTACK 0 29274726 1
MARKER 1486 3284.1653880070576 Group(2,345)-SUSTAIN 0 29274726 1
MARKER 1487 3300.8690917107615 Group(2,345)-RELEASE 0 29274726 1
MARKER 1488 3300.8690917107615 Group(2,346)-ATTACK 0 29274726 1
MARKER 1489 3304.454276895947 Group(2,346)-SUSTAIN 0 29274726 1
MARKER 1490 3313.565388007058 Group(2,346)-RELEASE 0 29274726 1
MARKER 1491 3313.5653880070577 Group(2,347)-ATTACK 0 29274726 1
MARKER 1492 3321.930820105823 Group(2,347)-SUSTAIN 0 29274726 1
MARKER 1493 3336.248280423283 Group(2,347)-RELEASE 0 29274726 1
MARKER 1494 3336.2482804232836 Group(2,348)-ATTACK 0 29274726 1
MARKER 1495 3350.0768518518553 Group(2,348)-SUSTAIN 0 29274726 1
MARKER 1496 3351.541137566141 Group(2,348)-RELEASE 0 29274726 1
MARKER 1497 3351.5411375661406 Group(2,349)-ATTACK 0 29274726 1
MARKER 1498 3357.1411375661405 Group(2,349)-SUSTAIN 0 29274726 1
MARKER 1499 3358.280026455029 Group(2,349)-RELEASE 0 29274726 1
MARKER 1500 3358.2800264550297 Group(2,350)-ATTACK 0 29274726 1
MARKER 1501 3360.6800264550297 Group(2,350)-SUSTAIN 0 29274726 1
MARKER 1502 3379.279232804236 Group(2,350)-RELEASE 0 29274726 1
MARKER 1503 3379.279232804236 Group(2,351)-ATTACK 0 29274726 1
MARKER 1504 3385.9458994709025 Group(2,351)-SUSTAIN 0 29274726 1
MARKER 1505 3387.844047619051 Group(2,351)-RELEASE 0 29274726 1
MARKER 1506 3387.844047619051 Group(2,352)-ATTACK 0 29274726 1
MARKER 1507 3388.8810846560878 Group(2,352)-SUSTAIN 0 29274726 1
MARKER 1508 3389.69457671958 Group(2,352)-RELEASE 0 29274726 1
MARKER 1509 3389.69457671958 Group(2,353)-ATTACK 0 29274726 1
MARKER 1510 3391.422971781308 Group(2,353)-SUSTAIN 0 29274726 1
MARKER 1511 3395.1070105820136 Group(2,353)-RELEASE 0 29274726 1
MARKER 1512 3395.1070105820136 Group(2,354)-ATTACK 0 29274726 1
MARKER 1513 3397.5070105820137 Group(2,354)-SUSTAIN 0 29274726 1
MARKER 1514 3424.840343915347 Group(2,354)-RELEASE 0 29274726 1
MARKER 1515 3424.8403439153467 Group(2,355)-ATTACK 0 29274726 1
MARKER 1516 3430.025529100532 Group(2,355)-SUSTAIN 0 29274726 1
MARKER 1517 3449.5493386243415 Group(2,355)-RELEASE 0 29274726 1
MARKER 1518 3.712962962966685 Group(2,356)-RELEASE 0 29274726 1
MARKER 1519 3449.5493386243415 Group(2,356)-ATTACK 0 29274726 1
MARKER 1520 3458.882671957675 Group(2,356)-SUSTAIN 0 29274726 1
MARKER 1521 3.712962962966685 Group(2,357)-ATTACK 0 29274726 1
MARKER 1522 5.78703703704076 Group(2,357)-SUSTAIN 0 29274726 1
MARKER 1523 7.414021164024886 Group(2,357)-RELEASE 0 29274726 1
MARKER 1524 7.414021164024689 Group(2,358)-ATTACK 0 29274726 1
MARKER 1525 10.842592592596118 Group(2,358)-SUSTAIN 0 29274726 1
MARKER 1526 13.283068783072308 Group(2,358)-RELEASE 0 29274726 1
MARKER 1527 13.283068783072395 Group(2,359)-ATTACK 0 29274726 1
MARKER 1528 14.235449735453347 Group(2,359)-SUSTAIN 0 29274726 1
MARKER 1529 17.861904761908374 Group(2,359)-RELEASE 0 29274726 1
